Geburtsland in Wien gemeldeter Personen nach Geschlecht und Wiener Zaehlbezirk|Country of birth of residents in Vienna by sex and of Vienna subdistrict;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;POP_TOTAL;POP_SCG;POP_TUR;POP_DEU;POP_POL;POP_BIH;POP_HRV;POP_ROU;POP_CZE;POP_HUN;POP_OTHER;POP_AUT;REF_DATE
AT1;AT13;AT130;92100;92116;2;1747;21;3;29;19;5;2;11;38;9;89;1521;20120101
AT1;AT13;AT130;92100;92117;2;3413;186;159;36;73;33;10;32;51;25;299;2509;20120101
AT1;AT13;AT130;92100;92118;2;3546;199;105;76;108;59;31;44;46;35;363;2480;20120101
AT1;AT13;AT130;92100;92119;2;1629;80;28;17;43;20;7;38;13;22;141;1220;20120101
AT1;AT13;AT130;92100;92120;2;848;68;30;14;33;35;8;8;10;5;91;546;20120101
AT1;AT13;AT130;92100;92121;2;3145;315;92;51;85;63;8;63;41;34;330;2063;20120101
AT1;AT13;AT130;92100;92122;2;4381;182;141;79;126;69;14;64;82;44;550;3030;20120101
AT1;AT13;AT130;92100;92123;2;5403;305;110;129;159;107;25;81;63;43;633;3748;20120101
AT1;AT13;AT130;92100;92124;2;2037;47;38;45;66;21;5;23;33;15;163;1581;20120101
AT1;AT13;AT130;92100;92125;2;2405;58;37;52;74;25;7;27;21;19;257;1828;20120101
AT1;AT13;AT130;92100;92126;2;3768;115;82;75;89;55;22;29;40;39;354;2868;20120101
AT1;AT13;AT130;92100;92127;2;766;7;3;20;8;6;2;7;14;4;117;578;20120101
AT1;AT13;AT130;92100;92128;2;128;20;11;2;3;10;4;2;0;1;18;57;20120101
AT1;AT13;AT130;92100;92129;2;93;0;0;0;0;0;0;0;0;0;2;91;20120101
AT1;AT13;AT130;92100;92130;2;4;0;0;0;0;0;0;0;0;0;1;3;20120101
AT1;AT13;AT130;92100;92199;2;104;1;0;0;1;2;0;0;0;1;2;97;20120101
AT1;AT13;AT130;92200;92201;2;1001;17;18;16;17;2;2;15;10;7;106;791;20120101
AT1;AT13;AT130;92200;92202;2;2316;56;25;42;29;23;6;26;18;9;259;1823;20120101
AT1;AT13;AT130;92200;92203;2;715;33;5;11;7;2;4;7;9;8;53;576;20120101
AT1;AT13;AT130;92200;92204;2;1977;39;18;31;35;14;1;15;30;16;122;1656;20120101
AT1;AT13;AT130;92200;92205;2;2730;34;19;46;79;11;3;15;34;21;213;2255;20120101
AT1;AT13;AT130;92200;92206;2;5942;188;170;60;137;43;13;39;71;36;552;4633;20120101
AT1;AT13;AT130;92200;92207;2;2442;48;11;38;69;18;7;25;26;21;222;1957;20120101
AT1;AT13;AT130;92200;92208;2;8195;373;247;84;279;141;32;107;79;54;1160;5639;20120101
AT1;AT13;AT130;92200;92209;2;7297;308;212;117;177;64;27;69;103;38;839;5343;20120101
AT1;AT13;AT130;92200;92210;2;3346;78;62;64;74;40;16;37;40;26;544;2365;20120101
AT1;AT13;AT130;92200;92211;2;5709;238;94;91;142;62;22;102;80;54;712;4112;20120101
AT1;AT13;AT130;92200;92212;2;1749;74;80;31;33;15;7;6;33;10;251;1209;20120101
AT1;AT13;AT130;92200;92213;2;3468;136;76;50;70;39;14;48;49;22;348;2616;20120101
AT1;AT13;AT130;92200;92214;2;2660;45;20;45;35;12;4;13;34;14;139;2299;20120101
AT1;AT13;AT130;92200;92215;2;4633;170;172;67;91;45;9;34;69;48;355;3573;20120101
AT1;AT13;AT130;92200;92216;2;599;23;12;8;10;5;0;1;7;3;42;488;20120101
AT1;AT13;AT130;92200;92217;2;838;14;5;10;16;2;4;9;9;7;56;706;20120101
AT1;AT13;AT130;92200;92218;2;2923;67;44;44;66;26;11;22;48;17;206;2372;20120101
AT1;AT13;AT130;92200;92219;2;2903;185;77;42;62;44;12;44;39;27;266;2105;20120101
AT1;AT13;AT130;92200;92220;2;1494;54;50;29;16;13;4;17;26;9;193;1083;20120101
AT1;AT13;AT130;92200;92221;2;1049;30;10;18;23;9;2;5;11;13;94;834;20120101
AT1;AT13;AT130;92200;92222;2;3380;68;18;42;226;37;12;27;55;12;294;2589;20120101
AT1;AT13;AT130;92200;92223;2;2262;69;14;33;33;15;5;20;22;26;272;1753;20120101
AT1;AT13;AT130;92200;92224;2;3020;50;15;51;112;24;5;29;37;23;243;2431;20120101
AT1;AT13;AT130;92200;92225;2;994;15;1;16;12;3;1;5;17;11;59;854;20120101
AT1;AT13;AT130;92200;92226;2;1905;30;1;53;27;3;3;13;26;17;155;1577;20120101
AT1;AT13;AT130;92200;92227;2;3273;52;14;65;53;14;12;17;37;27;250;2732;20120101
AT1;AT13;AT130;92200;92228;2;1883;49;15;26;42;19;3;11;18;16;158;1526;20120101
AT1;AT13;AT130;92200;92229;2;1783;60;30;30;28;7;6;13;27;15;177;1390;20120101
AT1;AT13;AT130;92200;92230;2;5;0;0;0;0;0;0;0;0;0;1;4;20120101
AT1;AT13;AT130;92200;92231;2;44;0;0;1;1;1;0;0;1;0;1;39;20120101
AT1;AT13;AT130;92200;92232;2;2156;80;29;35;131;72;21;22;23;19;521;1203;20120101
AT1;AT13;AT130;92200;92299;2;228;5;3;4;2;4;0;0;1;4;6;199;20120101
AT1;AT13;AT130;92300;92301;2;1247;64;14;26;19;23;6;24;15;9;121;926;20120101
AT1;AT13;AT130;92300;92302;2;2368;143;36;37;53;71;11;40;33;22;194;1728;20120101
AT1;AT13;AT130;92300;92303;2;1846;44;20;37;18;17;1;13;24;11;116;1545;20120101
AT1;AT13;AT130;92300;92304;2;4015;131;110;39;99;157;27;51;36;40;290;3035;20120101
AT1;AT13;AT130;92300;92305;2;4711;183;156;90;107;77;19;49;42;42;356;3590;20120101
AT1;AT13;AT130;92300;92306;2;471;28;2;10;10;7;2;3;3;1;28;377;20120101
AT1;AT13;AT130;92300;92307;2;4513;228;132;72;77;92;34;61;53;33;325;3406;20120101
AT1;AT13;AT130;92300;92308;2;2294;63;42;41;37;16;10;24;41;17;144;1859;20120101
AT1;AT13;AT130;92300;92309;2;3705;101;49;112;49;42;12;33;78;28;226;2975;20120101
AT1;AT13;AT130;92300;92310;2;2766;113;55;48;32;35;8;28;39;19;175;2214;20120101
AT1;AT13;AT130;92300;92311;2;4074;129;72;104;65;55;26;37;41;46;333;3166;20120101
AT1;AT13;AT130;92300;92312;2;2886;106;43;64;47;27;9;13;35;25;202;2315;20120101
AT1;AT13;AT130;92300;92313;2;2237;24;6;63;25;7;2;15;48;9;137;1901;20120101
AT1;AT13;AT130;92300;92314;2;2538;46;17;101;35;12;11;12;30;17;182;2075;20120101
AT1;AT13;AT130;92300;92315;2;1180;14;5;55;19;8;4;7;11;11;83;963;20120101
AT1;AT13;AT130;92300;92316;2;1246;21;13;43;14;6;3;9;49;9;95;984;20120101
AT1;AT13;AT130;92300;92317;2;123;12;4;5;2;0;1;1;2;1;13;82;20120101
AT1;AT13;AT130;92300;92318;2;2829;71;86;35;63;21;12;17;18;21;134;2351;20120101
AT1;AT13;AT130;92300;92319;2;5274;101;77;94;127;41;13;42;97;56;347;4279;20120101
AT1;AT13;AT130;92300;92399;2;51;1;5;0;2;1;1;1;2;0;5;33;20120101
AT1;AT13;AT130;90100;90101;1;1940;47;7;103;28;10;12;22;24;28;376;1283;20120101
AT1;AT13;AT130;90100;90102;1;790;22;3;36;9;4;5;13;16;7;174;501;20120101
AT1;AT13;AT130;90100;90103;1;1049;44;13;38;5;5;8;13;10;15;225;673;20120101
AT1;AT13;AT130;90100;90104;1;746;26;6;38;5;3;1;4;10;5;114;534;20120101
AT1;AT13;AT130;90100;90105;1;1043;20;9;48;7;4;7;9;13;8;182;736;20120101
AT1;AT13;AT130;90100;90106;1;1277;25;6;62;12;13;9;8;15;6;205;916;20120101
AT1;AT13;AT130;90100;90107;1;1338;42;15;58;10;10;10;15;18;25;262;873;20120101
AT1;AT13;AT130;90200;90201;1;5265;233;279;98;104;142;21;43;41;29;655;3620;20120101
AT1;AT13;AT130;90200;90202;1;5746;612;364;166;200;171;38;116;29;55;925;3070;20120101
AT1;AT13;AT130;90200;90203;1;6097;346;184;230;109;90;43;75;34;56;925;4005;20120101
AT1;AT13;AT130;90200;90204;1;7140;414;237;250;116;124;43;97;42;88;1271;4458;20120101
AT1;AT13;AT130;90200;90205;1;4480;236;108;174;202;67;16;57;50;57;850;2663;20120101
AT1;AT13;AT130;90200;90206;1;3133;160;87;85;115;35;13;36;26;28;311;2237;20120101
AT1;AT13;AT130;90200;90207;1;6493;725;369;222;246;142;37;126;60;65;1076;3425;20120101
AT1;AT13;AT130;90200;90208;1;939;40;18;20;12;11;2;3;8;7;103;715;20120101
AT1;AT13;AT130;90200;90209;1;7690;558;515;103;194;136;30;126;59;48;1043;4878;20120101
AT1;AT13;AT130;90200;90210;1;2;0;0;0;0;0;0;0;0;0;2;0;20120101
AT1;AT13;AT130;90200;90299;1;2;0;0;0;0;0;0;0;0;0;0;2;20120101
AT1;AT13;AT130;90300;90301;1;5368;276;113;246;142;81;26;60;59;67;685;3613;20120101
AT1;AT13;AT130;90300;90302;1;4097;128;38;188;45;52;16;30;31;37;492;3040;20120101
AT1;AT13;AT130;90300;90303;1;2851;83;28;146;39;21;15;21;21;33;517;1927;20120101
AT1;AT13;AT130;90300;90304;1;5252;438;172;195;225;150;47;69;40;78;891;2947;20120101
AT1;AT13;AT130;90300;90305;1;3851;184;94;164;113;70;25;70;41;37;511;2542;20120101
AT1;AT13;AT130;90300;90306;1;7144;451;324;197;156;140;39;96;57;68;915;4701;20120101
AT1;AT13;AT130;90300;90307;1;2445;144;132;45;68;52;11;54;24;38;311;1566;20120101
AT1;AT13;AT130;90300;90308;1;877;9;8;30;2;7;0;5;12;6;90;708;20120101
AT1;AT13;AT130;90300;90309;1;4077;147;54;176;71;53;15;36;50;43;540;2892;20120101
AT1;AT13;AT130;90300;90310;1;3905;276;272;94;105;98;28;53;33;39;581;2326;20120101
AT1;AT13;AT130;90300;90311;1;1276;85;68;17;36;32;5;11;8;11;151;852;20120101
AT1;AT13;AT130;90400;90401;1;1136;32;13;67;22;11;12;17;9;9;238;706;20120101
AT1;AT13;AT130;90400;90402;1;4743;171;115;293;80;55;21;66;31;62;829;3020;20120101
AT1;AT13;AT130;90400;90403;1;5786;241;107;283;98;64;44;57;52;52;916;3872;20120101
AT1;AT13;AT130;90400;90404;1;3204;144;79;143;53;42;18;32;17;36;487;2153;20120101
AT1;AT13;AT130;90400;90499;1;6;0;0;0;0;2;0;0;0;0;3;1;20120101
AT1;AT13;AT130;90500;90501;1;5535;283;166;296;114;100;28;54;50;64;685;3695;20120101
AT1;AT13;AT130;90500;90502;1;9568;764;604;267;283;269;64;138;73;67;1480;5559;20120101
AT1;AT13;AT130;90500;90503;1;8070;763;486;267;252;244;54;121;55;70;1186;4572;20120101
AT1;AT13;AT130;90500;90504;1;3071;184;84;173;88;73;19;54;23;39;500;1834;20120101
AT1;AT13;AT130;90500;90599;1;3;0;0;0;0;0;0;0;0;0;1;2;20120101
AT1;AT13;AT130;90600;90601;1;3563;106;61;172;54;37;11;21;27;47;554;2473;20120101
AT1;AT13;AT130;90600;90602;1;4502;218;154;208;130;73;29;48;30;33;802;2777;20120101
AT1;AT13;AT130;90600;90603;1;6240;252;152;307;116;99;36;57;54;59;918;4190;20120101
AT1;AT13;AT130;90700;90701;1;2638;118;45;169;40;30;14;19;15;14;364;1810;20120101
AT1;AT13;AT130;90700;90702;1;1389;28;21;90;18;17;6;18;5;23;190;973;20120101
AT1;AT13;AT130;90700;90703;1;2173;82;35;106;19;34;18;24;12;22;285;1536;20120101
AT1;AT13;AT130;90700;90704;1;4724;226;134;273;77;78;21;37;32;37;699;3110;20120101
AT1;AT13;AT130;90700;90705;1;3733;216;109;206;88;58;25;41;24;42;537;2387;20120101
AT1;AT13;AT130;90800;90801;1;3018;167;42;131;63;36;12;102;27;47;670;1721;20120101
AT1;AT13;AT130;90800;90802;1;5204;164;89;303;85;53;19;33;48;46;724;3640;20120101
AT1;AT13;AT130;90800;90803;1;3615;147;63;175;70;47;19;38;24;40;514;2478;20120101
AT1;AT13;AT130;90800;90899;1;6;0;0;0;0;0;0;0;0;0;1;5;20120101
AT1;AT13;AT130;90900;90901;1;3941;221;92;205;62;56;17;49;32;34;513;2660;20120101
AT1;AT13;AT130;90900;90902;1;5344;266;77;244;145;50;21;45;50;48;907;3491;20120101
AT1;AT13;AT130;90900;90903;1;1976;120;64;102;56;33;7;20;17;28;301;1228;20120101
AT1;AT13;AT130;90900;90904;1;4551;291;120;246;111;73;35;40;39;38;752;2806;20120101
AT1;AT13;AT130;90900;90905;1;2490;46;28;153;30;10;6;20;18;27;439;1713;20120101
AT1;AT13;AT130;90900;90906;1;960;33;6;64;7;6;3;4;8;5;166;658;20120101
AT1;AT13;AT130;91000;91001;1;459;37;53;5;20;31;4;14;1;1;52;241;20120101
AT1;AT13;AT130;91000;91002;1;9511;1004;960;134;282;294;62;160;51;93;1287;5184;20120101
AT1;AT13;AT130;91000;91003;1;3330;307;290;43;101;128;21;35;32;34;300;2039;20120101
AT1;AT13;AT130;91000;91004;1;4012;510;383;96;136;153;46;81;30;32;630;1915;20120101
AT1;AT13;AT130;91000;91005;1;8786;955;892;119;224;356;72;180;45;78;1017;4848;20120101
AT1;AT13;AT130;91000;91006;1;6193;726;783;93;229;321;44;127;34;46;884;2906;20120101
AT1;AT13;AT130;91000;91007;1;5801;478;392;83;176;204;49;88;54;63;607;3607;20120101
AT1;AT13;AT130;91000;91008;1;4786;496;461;75;179;226;34;120;28;57;636;2474;20120101
AT1;AT13;AT130;91000;91009;1;2258;157;152;20;33;74;9;20;11;23;182;1577;20120101
AT1;AT13;AT130;91000;91010;1;7727;582;668;79;123;233;32;75;70;36;692;5137;20120101
AT1;AT13;AT130;91000;91011;1;4323;179;372;36;38;47;10;15;26;24;410;3166;20120101
AT1;AT13;AT130;91000;91012;1;1249;31;35;26;18;41;2;12;3;7;163;911;20120101
AT1;AT13;AT130;91000;91013;1;2277;128;77;25;10;23;14;7;26;10;79;1878;20120101
AT1;AT13;AT130;91000;91014;1;1961;85;58;20;14;29;4;11;17;3;91;1629;20120101
AT1;AT13;AT130;91000;91015;1;2748;123;103;31;33;115;17;20;12;14;161;2119;20120101
AT1;AT13;AT130;91000;91016;1;2844;60;58;26;19;23;2;19;24;15;151;2447;20120101
AT1;AT13;AT130;91000;91017;1;440;10;3;4;2;2;1;1;2;1;10;404;20120101
AT1;AT13;AT130;91000;91018;1;2097;42;20;35;33;25;9;13;7;8;112;1793;20120101
AT1;AT13;AT130;91000;91019;1;1284;41;17;28;12;11;3;10;15;17;71;1059;20120101
AT1;AT13;AT130;91000;91020;1;4341;134;289;31;37;47;4;41;40;14;234;3470;20120101
AT1;AT13;AT130;91000;91021;1;2993;71;105;22;47;38;10;13;6;15;182;2484;20120101
AT1;AT13;AT130;91000;91022;1;3182;317;213;80;153;121;20;70;18;42;479;1669;20120101
AT1;AT13;AT130;91000;91023;1;4629;369;385;60;85;150;32;88;36;86;508;2830;20120101
AT1;AT13;AT130;91000;91099;1;89;4;5;1;3;3;0;1;0;0;3;69;20120101
AT1;AT13;AT130;91100;91101;1;965;27;74;34;12;9;5;6;8;7;154;629;20120101
AT1;AT13;AT130;91100;91102;1;6622;569;450;95;147;169;39;109;51;58;767;4168;20120101
AT1;AT13;AT130;91100;91103;1;8064;733;650;108;257;260;64;153;34;71;884;4850;20120101
AT1;AT13;AT130;91100;91104;1;2231;166;130;29;37;60;12;23;14;30;211;1519;20120101
AT1;AT13;AT130;91100;91105;1;5130;221;243;50;83;103;19;52;28;26;317;3988;20120101
AT1;AT13;AT130;91100;91106;1;170;11;5;0;2;4;0;2;0;1;4;141;20120101
AT1;AT13;AT130;91100;91107;1;2990;125;155;34;39;48;16;54;23;25;180;2291;20120101
AT1;AT13;AT130;91100;91108;1;398;13;3;4;3;8;3;1;4;2;17;340;20120101
AT1;AT13;AT130;91100;91109;1;1176;31;7;25;22;18;3;43;5;12;51;959;20120101
AT1;AT13;AT130;91100;91110;1;12073;487;696;149;206;300;69;193;57;64;742;9110;20120101
AT1;AT13;AT130;91100;91111;1;2475;108;78;34;41;38;5;65;26;138;578;1364;20120101
AT1;AT13;AT130;91100;91112;1;282;6;5;0;0;5;1;9;1;9;129;117;20120101
AT1;AT13;AT130;91100;91113;1;2247;80;67;44;69;32;14;30;22;24;174;1691;20120101
AT1;AT13;AT130;91100;91199;1;46;0;0;1;0;0;0;1;0;1;0;43;20120101
AT1;AT13;AT130;91200;91201;1;2032;202;107;49;57;71;10;30;21;19;351;1115;20120101
AT1;AT13;AT130;91200;91202;1;8402;794;523;133;352;314;85;124;46;58;1092;4881;20120101
AT1;AT13;AT130;91200;91203;1;2462;174;234;21;35;50;10;17;15;12;297;1597;20120101
AT1;AT13;AT130;91200;91204;1;4183;383;259;95;164;139;38;92;25;46;581;2361;20120101
AT1;AT13;AT130;91200;91205;1;3966;332;246;82;92;101;32;52;30;36;497;2466;20120101
AT1;AT13;AT130;91200;91206;1;4238;412;159;171;182;149;48;64;26;39;524;2464;20120101
AT1;AT13;AT130;91200;91207;1;2990;165;162;43;43;35;10;33;24;17;256;2202;20120101
AT1;AT13;AT130;91200;91208;1;2161;200;137;37;69;90;24;21;15;10;190;1368;20120101
AT1;AT13;AT130;91200;91209;1;3874;194;333;29;30;80;16;32;21;9;489;2641;20120101
AT1;AT13;AT130;91200;91210;1;4479;199;324;87;82;146;31;47;26;22;403;3112;20120101
AT1;AT13;AT130;91200;91211;1;4182;127;73;103;41;47;16;35;43;27;283;3387;20120101
AT1;AT13;AT130;91200;91299;1;2;0;0;1;0;0;0;0;0;0;0;1;20120101
AT1;AT13;AT130;91300;91301;1;212;12;0;7;1;2;2;4;1;1;16;166;20120101
AT1;AT13;AT130;91300;91302;1;2753;49;30;159;39;9;14;16;23;25;274;2115;20120101
AT1;AT13;AT130;91300;91303;1;4044;120;48;171;63;44;14;31;36;48;408;3061;20120101
AT1;AT13;AT130;91300;91304;1;4539;84;40;161;67;26;11;26;53;48;380;3643;20120101
AT1;AT13;AT130;91300;91305;1;1930;49;8;72;19;8;4;19;28;17;142;1564;20120101
AT1;AT13;AT130;91300;91306;1;1149;16;4;48;18;5;9;4;8;4;120;913;20120101
AT1;AT13;AT130;91300;91307;1;1436;57;33;30;20;17;6;14;19;11;103;1126;20120101
AT1;AT13;AT130;91300;91308;1;2899;67;29;84;26;17;7;21;26;23;222;2377;20120101
AT1;AT13;AT130;91300;91309;1;2155;60;32;28;21;15;5;12;15;15;155;1797;20120101
AT1;AT13;AT130;91300;91310;1;45;1;1;2;0;2;1;0;0;0;1;37;20120101
AT1;AT13;AT130;91300;91311;1;2080;12;4;67;20;3;3;4;17;7;112;1831;20120101
AT1;AT13;AT130;91300;91399;1;15;0;0;1;0;0;0;0;0;0;1;13;20120101
AT1;AT13;AT130;91400;91401;1;3259;258;92;93;86;89;30;24;23;23;302;2239;20120101
AT1;AT13;AT130;91400;91402;1;4166;484;292;105;200;172;29;74;25;37;479;2269;20120101
AT1;AT13;AT130;91400;91403;1;4085;216;86;162;80;66;22;35;31;36;418;2933;20120101
AT1;AT13;AT130;91400;91404;1;9049;685;347;158;274;279;75;137;54;62;843;6135;20120101
AT1;AT13;AT130;91400;91405;1;1976;60;56;32;21;25;9;12;10;7;85;1659;20120101
AT1;AT13;AT130;91400;91406;1;5480;282;144;120;137;117;20;59;45;38;468;4050;20120101
AT1;AT13;AT130;91400;91407;1;1351;100;56;12;14;40;10;8;4;3;95;1009;20120101
AT1;AT13;AT130;91400;91408;1;1759;52;21;42;8;22;10;8;16;7;101;1472;20120101
AT1;AT13;AT130;91400;91409;1;164;7;0;5;1;4;2;1;2;1;9;132;20120101
AT1;AT13;AT130;91400;91410;1;3472;98;52;96;34;36;16;22;29;14;236;2839;20120101
AT1;AT13;AT130;91400;91411;1;3051;11;11;70;21;8;5;11;38;18;169;2689;20120101
AT1;AT13;AT130;91400;91412;1;2850;53;29;69;26;19;13;9;24;13;166;2429;20120101
AT1;AT13;AT130;91400;91499;1;47;0;0;2;1;1;0;0;0;0;5;38;20120101
AT1;AT13;AT130;91500;91501;1;5107;440;319;128;163;159;40;70;38;44;557;3149;20120101
AT1;AT13;AT130;91500;91502;1;4981;628;363;136;245;214;45;78;29;81;732;2430;20120101
AT1;AT13;AT130;91500;91503;1;6023;745;388;166;212;272;66;186;30;113;956;2889;20120101
AT1;AT13;AT130;91500;91504;1;3941;398;276;100;150;188;44;64;26;61;723;1911;20120101
AT1;AT13;AT130;91500;91505;1;5213;449;311;120;149;189;41;104;31;56;692;3071;20120101
AT1;AT13;AT130;91500;91506;1;7124;963;480;136;310;329;77;187;32;54;837;3719;20120101
AT1;AT13;AT130;91500;91507;1;3927;302;219;72;127;122;29;41;34;28;340;2613;20120101
AT1;AT13;AT130;91500;91599;1;33;0;0;1;3;4;0;5;0;3;13;4;20120101
AT1;AT13;AT130;91600;91601;1;6777;816;594;172;178;210;44;143;43;45;914;3618;20120101
AT1;AT13;AT130;91600;91602;1;4208;617;335;95;248;152;26;104;16;46;621;1948;20120101
AT1;AT13;AT130;91600;91603;1;5932;497;508;76;133;132;38;59;34;40;511;3904;20120101
AT1;AT13;AT130;91600;91604;1;3907;345;227;80;117;110;27;82;27;20;398;2474;20120101
AT1;AT13;AT130;91600;91605;1;7655;915;350;149;319;271;74;117;47;118;849;4446;20120101
AT1;AT13;AT130;91600;91606;1;4893;410;325;83;137;113;24;41;34;20;415;3291;20120101
AT1;AT13;AT130;91600;91607;1;4815;426;253;82;157;99;21;46;27;24;422;3258;20120101
AT1;AT13;AT130;91600;91608;1;1489;46;36;19;6;6;2;9;11;7;54;1293;20120101
AT1;AT13;AT130;91600;91609;1;2398;25;11;46;15;16;4;5;20;10;85;2161;20120101
AT1;AT13;AT130;91600;91610;1;5352;865;580;99;254;209;52;102;17;31;728;2415;20120101
AT1;AT13;AT130;91600;91699;1;74;0;0;3;0;5;0;0;0;0;1;65;20120101
AT1;AT13;AT130;91700;91701;1;5178;564;262;125;265;184;36;109;32;43;636;2922;20120101
AT1;AT13;AT130;91700;91702;1;6837;737;344;191;265;247;59;93;34;54;936;3877;20120101
AT1;AT13;AT130;91700;91703;1;8588;855;378;161;307;313;62;108;60;99;927;5318;20120101
AT1;AT13;AT130;91700;91704;1;1596;31;12;55;8;18;4;9;9;7;115;1328;20120101
AT1;AT13;AT130;91700;91705;1;2770;81;40;67;30;18;10;10;31;23;202;2258;20120101
AT1;AT13;AT130;91700;91706;1;1149;32;7;32;9;4;2;3;10;14;99;937;20120101
AT1;AT13;AT130;91700;91799;1;14;0;0;0;0;0;0;0;0;0;1;13;20120101
AT1;AT13;AT130;91800;91801;1;858;12;4;56;8;1;3;4;8;8;123;631;20120101
AT1;AT13;AT130;91800;91802;1;6360;289;184;290;139;80;35;58;50;69;802;4364;20120101
AT1;AT13;AT130;91800;91803;1;6997;620;240;264;265;150;60;111;37;58;869;4323;20120101
AT1;AT13;AT130;91800;91804;1;4192;132;42;158;69;44;7;36;29;36;411;3228;20120101
AT1;AT13;AT130;91800;91805;1;4008;67;28;179;35;18;12;25;47;41;524;3032;20120101
AT1;AT13;AT130;91900;91901;1;2670;65;35;95;27;18;7;21;25;34;357;1986;20120101
AT1;AT13;AT130;91900;91902;1;4430;262;155;88;77;67;16;31;45;35;552;3102;20120101
AT1;AT13;AT130;91900;91903;1;134;3;22;2;0;1;1;2;1;1;14;87;20120101
AT1;AT13;AT130;91900;91904;1;6224;240;176;203;124;72;27;49;63;65;926;4279;20120101
AT1;AT13;AT130;91900;91905;1;3188;77;41;129;33;24;16;26;40;39;479;2284;20120101
AT1;AT13;AT130;91900;91906;1;2362;28;16;91;16;15;10;7;24;26;333;1796;20120101
AT1;AT13;AT130;91900;91907;1;1319;15;11;45;12;2;4;10;6;12;164;1038;20120101
AT1;AT13;AT130;91900;91908;1;5780;178;111;158;112;43;19;30;71;53;605;4400;20120101
AT1;AT13;AT130;91900;91909;1;2093;52;103;76;27;31;10;28;14;36;496;1220;20120101
AT1;AT13;AT130;91900;91910;1;3858;55;31;142;24;19;9;24;39;36;434;3045;20120101
AT1;AT13;AT130;91900;91999;1;7;0;0;0;0;0;0;0;0;0;2;5;20120101
AT1;AT13;AT130;92000;92001;1;3921;267;307;38;60;126;26;28;25;18;410;2616;20120101
AT1;AT13;AT130;92000;92002;1;7724;774;655;113;224;224;36;138;32;75;1121;4332;20120101
AT1;AT13;AT130;92000;92003;1;6735;653;550;181;159;227;43;113;36;67;881;3825;20120101
AT1;AT13;AT130;92000;92004;1;4600;227;284;84;108;137;28;58;31;36;802;2805;20120101
AT1;AT13;AT130;92000;92005;1;5671;589;459;137;192;163;25;182;29;73;899;2923;20120101
AT1;AT13;AT130;92000;92006;1;4071;279;393;63;79;100;19;49;35;34;476;2544;20120101
AT1;AT13;AT130;92000;92007;1;6193;409;485;82;132;153;37;63;39;47;702;4044;20120101
AT1;AT13;AT130;92000;92008;1;2730;289;212;51;99;93;19;55;23;20;331;1538;20120101
AT1;AT13;AT130;92000;92099;1;40;5;0;0;0;0;0;0;0;0;4;31;20120101
AT1;AT13;AT130;92100;92101;1;638;17;1;8;2;3;0;2;6;1;18;580;20120101
AT1;AT13;AT130;92100;92102;1;3389;82;26;46;86;47;10;22;24;26;264;2756;20120101
AT1;AT13;AT130;92100;92103;1;2614;52;35;35;45;19;4;14;17;13;153;2227;20120101
AT1;AT13;AT130;92100;92104;1;1866;42;16;17;14;8;2;24;18;7;112;1606;20120101
AT1;AT13;AT130;92100;92105;1;8450;331;424;63;100;85;15;80;65;20;881;6386;20120101
AT1;AT13;AT130;92100;92106;1;410;44;5;5;2;6;4;6;3;4;22;309;20120101
AT1;AT13;AT130;92100;92107;1;1846;80;44;30;34;26;5;14;12;20;170;1411;20120101
AT1;AT13;AT130;92100;92108;1;1206;36;33;15;13;14;1;8;8;4;75;999;20120101
AT1;AT13;AT130;92100;92109;1;3286;74;65;53;96;20;5;25;33;16;202;2697;20120101
AT1;AT13;AT130;92100;92110;1;2597;114;64;33;38;42;8;25;19;5;230;2019;20120101
AT1;AT13;AT130;92100;92111;1;2284;78;39;37;61;38;16;19;18;10;261;1707;20120101
AT1;AT13;AT130;92100;92112;1;3516;130;238;26;64;29;8;31;15;7;324;2644;20120101
AT1;AT13;AT130;92100;92113;1;2261;39;19;58;23;8;7;18;13;8;133;1935;20120101
AT1;AT13;AT130;92100;92114;1;2373;81;52;18;22;20;6;24;29;10;139;1972;20120101
AT1;AT13;AT130;92100;92115;1;1901;50;38;25;33;20;6;9;20;24;122;1554;20120101
AT1;AT13;AT130;92100;92116;1;1601;18;3;25;19;5;3;8;19;6;38;1457;20120101
AT1;AT13;AT130;92100;92117;1;3014;156;164;29;58;37;7;20;23;11;266;2243;20120101
AT1;AT13;AT130;92100;92118;1;3444;177;135;53;88;49;21;42;28;25;326;2500;20120101
AT1;AT13;AT130;92100;92119;1;1590;88;33;14;38;22;5;49;7;14;133;1187;20120101
AT1;AT13;AT130;92100;92120;1;787;54;35;9;30;38;15;5;7;5;82;507;20120101
AT1;AT13;AT130;92100;92121;1;3197;318;102;32;96;70;11;53;25;57;324;2109;20120101
AT1;AT13;AT130;92100;92122;1;3985;155;191;66;97;72;13;39;41;45;507;2759;20120101
AT1;AT13;AT130;92100;92123;1;4926;317;130;91;177;86;15;76;48;52;593;3341;20120101
AT1;AT13;AT130;92100;92124;1;1720;47;33;30;55;25;4;17;25;8;147;1329;20120101
AT1;AT13;AT130;92100;92125;1;2136;60;36;31;64;24;3;30;11;21;224;1632;20120101
