Geburtsland in Wien gemeldeter Personen nach Geschlecht und Wiener Zaehlbezirk|Country of birth of residents in Vienna by sex and of Vienna subdistrict;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;POP_TOTAL;POP_SCG;POP_TUR;POP_DEU;POP_POL;POP_BIH;POP_HRV;POP_ROU;POP_CZE;POP_HUN;POP_OTHER;POP_AUT;REF_DATE
AT1;AT13;AT130;92200;92209;2;7560;305;248;117;188;72;30;83;95;47;962;5413;20140101
AT1;AT13;AT130;92200;92210;2;3880;93;70;97;100;55;20;60;46;46;717;2576;20140101
AT1;AT13;AT130;92200;92211;2;5746;234;98;98;153;63;19;102;79;64;772;4064;20140101
AT1;AT13;AT130;92200;92212;2;1752;78;83;33;32;17;6;10;30;11;272;1180;20140101
AT1;AT13;AT130;92200;92213;2;3559;138;79;61;78;36;15;52;50;26;417;2607;20140101
AT1;AT13;AT130;92200;92214;2;2693;60;23;49;45;13;4;14;26;14;154;2291;20140101
AT1;AT13;AT130;92200;92215;2;4663;188;183;71;91;46;9;40;70;40;404;3521;20140101
AT1;AT13;AT130;92200;92216;2;574;24;11;9;9;6;0;2;7;3;40;463;20140101
AT1;AT13;AT130;92200;92217;2;917;15;6;13;20;3;4;7;10;7;58;774;20140101
AT1;AT13;AT130;92200;92218;2;2970;81;49;36;70;28;10;21;45;19;210;2401;20140101
AT1;AT13;AT130;92200;92219;2;2943;189;79;45;64;44;13;63;40;29;306;2071;20140101
AT1;AT13;AT130;92200;92220;2;1585;50;53;29;18;14;5;24;23;11;197;1161;20140101
AT1;AT13;AT130;92200;92221;2;1300;36;16;27;32;12;2;7;14;17;130;1007;20140101
AT1;AT13;AT130;92200;92222;2;3147;66;22;37;214;34;10;25;40;15;279;2405;20140101
AT1;AT13;AT130;92200;92223;2;2465;69;14;38;39;20;7;20;20;31;303;1904;20140101
AT1;AT13;AT130;92200;92224;2;3051;55;15;50;111;32;4;38;34;23;250;2439;20140101
AT1;AT13;AT130;92200;92225;2;1071;13;1;16;11;5;1;10;15;11;72;916;20140101
AT1;AT13;AT130;92200;92226;2;1959;27;1;56;27;7;2;18;22;23;173;1603;20140101
AT1;AT13;AT130;92200;92227;2;3544;59;17;73;69;15;15;14;37;39;288;2918;20140101
AT1;AT13;AT130;92200;92228;2;1932;40;17;37;44;15;2;15;20;14;168;1560;20140101
AT1;AT13;AT130;92200;92229;2;1839;63;31;28;35;7;5;17;27;15;199;1412;20140101
AT1;AT13;AT130;92200;92230;2;5;0;0;0;0;0;0;0;0;0;1;4;20140101
AT1;AT13;AT130;92200;92231;2;532;6;15;18;12;3;3;9;10;8;98;350;20140101
AT1;AT13;AT130;92200;92232;2;2129;84;27;34;132;76;17;23;22;23;510;1181;20140101
AT1;AT13;AT130;92200;92299;2;133;3;2;2;0;0;0;1;1;1;6;117;20140101
AT1;AT13;AT130;92300;92301;2;1262;56;14;21;19;27;8;28;12;11;123;943;20140101
AT1;AT13;AT130;92300;92302;2;2395;150;43;38;53;71;11;27;33;20;224;1725;20140101
AT1;AT13;AT130;92300;92303;2;1876;44;24;36;21;21;2;20;23;14;128;1543;20140101
AT1;AT13;AT130;92300;92304;2;4030;152;121;39;103;154;27;49;33;40;308;3004;20140101
AT1;AT13;AT130;92300;92305;2;4747;192;159;83;112;88;19;52;38;39;379;3586;20140101
AT1;AT13;AT130;92300;92306;2;462;28;2;10;7;9;1;6;2;1;22;374;20140101
AT1;AT13;AT130;92300;92307;2;4870;226;149;81;99;108;35;75;48;54;366;3629;20140101
AT1;AT13;AT130;92300;92308;2;2285;68;44;44;43;20;10;26;37;18;139;1836;20140101
AT1;AT13;AT130;92300;92309;2;3806;104;57;102;54;45;10;38;73;54;265;3004;20140101
AT1;AT13;AT130;92300;92310;2;2762;113;58;47;36;37;8;34;34;18;186;2191;20140101
AT1;AT13;AT130;92300;92311;2;4222;140;78;110;78;60;28;35;49;56;369;3219;20140101
AT1;AT13;AT130;92300;92312;2;2907;106;46;62;47;28;10;21;29;33;229;2296;20140101
AT1;AT13;AT130;92300;92313;2;2184;25;9;67;27;7;2;14;39;11;138;1845;20140101
AT1;AT13;AT130;92300;92314;2;2565;44;16;106;39;14;13;11;30;17;176;2099;20140101
AT1;AT13;AT130;92300;92315;2;1190;19;5;59;20;7;3;7;12;11;87;960;20140101
AT1;AT13;AT130;92300;92316;2;1218;20;14;39;13;9;3;9;41;15;92;963;20140101
AT1;AT13;AT130;92300;92317;2;122;10;5;4;2;0;1;1;1;1;13;84;20140101
AT1;AT13;AT130;92300;92318;2;2786;72;84;38;64;31;13;22;19;19;138;2286;20140101
AT1;AT13;AT130;92300;92319;2;5195;97;78;89;129;45;12;42;94;50;352;4207;20140101
AT1;AT13;AT130;92300;92399;2;55;1;5;0;2;1;1;1;2;0;6;36;20140101
AT1;AT13;AT130;90100;90101;1;1843;45;13;96;25;8;13;14;22;25;323;1259;20140101
AT1;AT13;AT130;90100;90102;1;727;17;1;33;8;4;3;9;18;7;145;482;20140101
AT1;AT13;AT130;90100;90103;1;1030;41;19;44;6;6;7;11;9;9;227;651;20140101
AT1;AT13;AT130;90100;90104;1;747;22;8;43;9;3;2;8;11;7;111;523;20140101
AT1;AT13;AT130;90100;90105;1;1013;14;6;45;7;6;8;7;11;4;178;727;20140101
AT1;AT13;AT130;90100;90106;1;1200;20;10;54;9;8;10;7;12;8;164;898;20140101
AT1;AT13;AT130;90100;90107;1;1311;38;11;57;10;9;7;16;16;28;260;859;20140101
AT1;AT13;AT130;90200;90201;1;6768;318;370;145;119;203;26;73;41;46;875;4552;20140101
AT1;AT13;AT130;90200;90202;1;5637;539;310;179;188;164;36;113;25;67;977;3039;20140101
AT1;AT13;AT130;90200;90203;1;6038;318;158;246;126;92;44;72;30;70;929;3953;20140101
AT1;AT13;AT130;90200;90204;1;7268;365;202;297;149;111;44;107;40;121;1374;4458;20140101
AT1;AT13;AT130;90200;90205;1;4389;206;98;167;206;60;14;42;45;57;869;2625;20140101
AT1;AT13;AT130;90200;90206;1;3331;164;103;131;134;32;17;60;29;28;378;2255;20140101
AT1;AT13;AT130;90200;90207;1;6583;695;321;218;258;127;43;144;48;77;1232;3420;20140101
AT1;AT13;AT130;90200;90208;1;1096;42;27;25;17;11;4;5;9;9;128;819;20140101
AT1;AT13;AT130;90200;90209;1;7717;560;532;102;193;153;33;138;61;63;1025;4857;20140101
AT1;AT13;AT130;90200;90210;1;1;0;0;0;0;0;0;0;0;0;1;0;20140101
AT1;AT13;AT130;90300;90301;1;5364;244;100;252;156;80;29;72;58;58;685;3630;20140101
AT1;AT13;AT130;90300;90302;1;4129;126;32;208;58;46;15;36;28;43;503;3034;20140101
AT1;AT13;AT130;90300;90303;1;2851;81;27;160;35;17;13;20;24;38;525;1911;20140101
AT1;AT13;AT130;90300;90304;1;5162;407;140;211;247;138;41;78;33;90;891;2886;20140101
AT1;AT13;AT130;90300;90305;1;3840;174;83;148;109;63;27;85;38;51;530;2532;20140101
AT1;AT13;AT130;90300;90306;1;7125;423;298;188;163;153;47;102;51;76;1004;4620;20140101
AT1;AT13;AT130;90300;90307;1;2465;131;138;51;68;49;15;26;24;31;350;1582;20140101
AT1;AT13;AT130;90300;90308;1;832;13;12;30;9;2;3;3;14;7;79;660;20140101
AT1;AT13;AT130;90300;90309;1;4100;137;53;182;65;59;17;32;46;53;571;2885;20140101
AT1;AT13;AT130;90300;90310;1;3951;261;254;101;104;96;32;42;34;50;632;2345;20140101
AT1;AT13;AT130;90300;90311;1;1659;98;73;32;41;43;10;13;6;16;200;1127;20140101
AT1;AT13;AT130;90400;90401;1;1114;32;13;59;22;11;14;8;8;13;246;688;20140101
AT1;AT13;AT130;90400;90402;1;4964;165;117;272;110;50;20;60;30;64;986;3090;20140101
AT1;AT13;AT130;90400;90403;1;5826;225;112;284;105;68;40;52;50;60;988;3842;20140101
AT1;AT13;AT130;90400;90404;1;3279;146;84;152;60;42;20;46;17;44;506;2162;20140101
AT1;AT13;AT130;90500;90501;1;5534;255;148;306;118;98;26;62;48;70;729;3674;20140101
AT1;AT13;AT130;90500;90502;1;9721;792;545;260;314;275;67;166;68;88;1673;5473;20140101
AT1;AT13;AT130;90500;90503;1;8221;700;460;296;270;262;64;120;52;95;1358;4544;20140101
AT1;AT13;AT130;90500;90504;1;3136;174;71;179;105;69;20;79;21;47;513;1858;20140101
AT1;AT13;AT130;90600;90601;1;3578;96;52;199;61;41;13;21;21;51;558;2465;20140101
AT1;AT13;AT130;90600;90602;1;4669;210;135;240;139;81;32;55;22;38;850;2867;20140101
AT1;AT13;AT130;90600;90603;1;6492;257;151;329;136;102;35;76;50;81;961;4314;20140101
AT1;AT13;AT130;90700;90701;1;2662;113;42;167;58;26;12;18;15;15;369;1827;20140101
AT1;AT13;AT130;90700;90702;1;1423;30;17;93;19;14;10;17;6;20;214;983;20140101
AT1;AT13;AT130;90700;90703;1;2310;73;39;137;29;35;13;25;10;34;334;1581;20140101
AT1;AT13;AT130;90700;90704;1;4704;225;112;307;73;91;25;42;28;42;659;3100;20140101
AT1;AT13;AT130;90700;90705;1;3801;212;94;203;79;52;18;35;20;52;592;2444;20140101
AT1;AT13;AT130;90700;90799;1;1;0;0;0;0;0;0;0;0;0;0;1;20140101
AT1;AT13;AT130;90800;90801;1;3145;183;55;132;50;32;16;123;24;61;729;1740;20140101
AT1;AT13;AT130;90800;90802;1;5253;156;86;347;80;45;21;40;37;51;701;3689;20140101
AT1;AT13;AT130;90800;90803;1;3648;150;69;190;62;43;17;57;21;38;549;2452;20140101
AT1;AT13;AT130;90800;90899;1;8;0;0;0;0;0;0;0;0;0;1;7;20140101
AT1;AT13;AT130;90900;90901;1;4032;225;88;220;80;55;18;49;30;49;583;2635;20140101
AT1;AT13;AT130;90900;90902;1;5438;265;76;261;123;59;18;54;49;68;972;3493;20140101
AT1;AT13;AT130;90900;90903;1;2046;124;51;120;63;32;10;27;16;28;312;1263;20140101
AT1;AT13;AT130;90900;90904;1;4624;271;121;266;104;78;32;35;38;60;782;2837;20140101
AT1;AT13;AT130;90900;90905;1;2531;59;27;170;24;15;8;22;20;22;464;1700;20140101
AT1;AT13;AT130;90900;90906;1;1009;33;7;83;7;4;5;4;10;4;183;669;20140101
AT1;AT13;AT130;91000;91001;1;936;73;87;14;24;51;4;20;2;5;95;561;20140101
AT1;AT13;AT130;91000;91002;1;9898;991;952;144;355;307;66;216;52;136;1556;5123;20140101
AT1;AT13;AT130;91000;91003;1;3509;341;309;48;120;129;29;53;31;39;345;2065;20140101
AT1;AT13;AT130;91000;91004;1;4238;513;381;100;182;150;52;90;27;64;819;1860;20140101
AT1;AT13;AT130;91000;91005;1;8844;948;874;111;230;366;76;205;39;97;1155;4743;20140101
AT1;AT13;AT130;91000;91006;1;6411;693;723;112;255;330;48;137;39;76;1070;2928;20140101
AT1;AT13;AT130;91000;91007;1;6025;499;410;84;202;230;55;84;54;91;700;3616;20140101
AT1;AT13;AT130;91000;91008;1;4958;494;436;90;194;231;39;149;26;66;729;2504;20140101
AT1;AT13;AT130;91000;91009;1;2309;173;154;24;35;76;7;21;10;21;200;1588;20140101
AT1;AT13;AT130;91000;91010;1;8366;635;753;100;151;259;41;90;58;42;933;5304;20140101
AT1;AT13;AT130;91000;91011;1;4372;185;396;34;43;53;16;22;23;27;455;3118;20140101
AT1;AT13;AT130;91000;91012;1;1260;35;38;27;17;41;4;12;3;11;170;902;20140101
AT1;AT13;AT130;91000;91013;1;2330;150;93;30;16;32;17;8;26;14;92;1852;20140101
AT1;AT13;AT130;91000;91014;1;2040;95;69;23;14;29;5;12;15;4;102;1672;20140101
AT1;AT13;AT130;91000;91015;1;2840;136;110;30;42;118;25;25;16;18;183;2137;20140101
AT1;AT13;AT130;91000;91016;1;2860;63;67;35;19;27;2;23;20;18;154;2432;20140101
AT1;AT13;AT130;91000;91017;1;434;10;3;5;2;2;1;1;2;1;9;398;20140101
AT1;AT13;AT130;91000;91018;1;2109;42;23;27;34;29;11;15;7;12;115;1794;20140101
AT1;AT13;AT130;91000;91019;1;1288;38;19;26;10;13;4;8;16;21;65;1068;20140101
AT1;AT13;AT130;91000;91020;1;4360;163;324;35;32;55;4;43;36;16;237;3415;20140101
AT1;AT13;AT130;91000;91021;1;2986;72;115;27;46;39;11;13;7;18;175;2463;20140101
AT1;AT13;AT130;91000;91022;1;3334;313;196;80;189;125;22;65;21;58;589;1676;20140101
AT1;AT13;AT130;91000;91023;1;4827;382;414;73;109;161;43;92;27;87;575;2864;20140101
AT1;AT13;AT130;91000;91099;1;87;2;5;2;2;3;0;1;0;0;4;68;20140101
AT1;AT13;AT130;91100;91101;1;1108;32;88;53;18;11;7;14;5;11;192;677;20140101
AT1;AT13;AT130;91100;91102;1;6757;582;439;90;180;183;41;134;47;62;794;4205;20140101
AT1;AT13;AT130;91100;91103;1;8269;765;646;112;284;271;63;175;37;96;960;4860;20140101
AT1;AT13;AT130;91100;91104;1;2297;172;143;28;37;64;11;36;13;30;262;1501;20140101
AT1;AT13;AT130;91100;91105;1;5363;247;273;52;97;118;20;70;26;29;348;4083;20140101
AT1;AT13;AT130;91100;91106;1;169;8;4;1;2;3;0;1;0;1;4;145;20140101
AT1;AT13;AT130;91100;91107;1;3009;136;175;36;42;45;16;53;21;32;190;2263;20140101
AT1;AT13;AT130;91100;91108;1;401;12;3;2;3;12;3;1;4;1;16;344;20140101
AT1;AT13;AT130;91100;91109;1;1199;30;9;22;20;21;3;54;5;11;52;972;20140101
AT1;AT13;AT130;91100;91110;1;12067;510;733;146;222;307;76;210;58;61;740;9004;20140101
AT1;AT13;AT130;91100;91111;1;2459;120;90;26;45;44;6;80;25;71;523;1429;20140101
AT1;AT13;AT130;91100;91112;1;279;3;2;0;0;4;1;13;1;1;125;129;20140101
AT1;AT13;AT130;91100;91113;1;2270;87;68;34;81;34;11;38;19;27;181;1690;20140101
AT1;AT13;AT130;91100;91199;1;46;0;0;1;0;0;0;1;0;1;0;43;20140101
AT1;AT13;AT130;91200;91201;1;2006;195;98;54;65;71;14;36;16;42;295;1120;20140101
AT1;AT13;AT130;91200;91202;1;8438;789;523;117;394;326;87;129;47;76;1093;4857;20140101
AT1;AT13;AT130;91200;91203;1;2476;173;228;22;40;47;15;19;16;13;352;1551;20140101
AT1;AT13;AT130;91200;91204;1;4507;411;257;137;162;154;50;113;29;66;651;2477;20140101
AT1;AT13;AT130;91200;91205;1;4046;325;225;85;115;123;29;48;23;47;537;2489;20140101
AT1;AT13;AT130;91200;91206;1;4541;395;158;195;230;156;52;73;29;51;599;2603;20140101
AT1;AT13;AT130;91200;91207;1;3038;169;171;42;34;45;12;37;23;24;264;2217;20140101
AT1;AT13;AT130;91200;91208;1;2244;186;127;47;70;101;17;30;13;20;236;1397;20140101
AT1;AT13;AT130;91200;91209;1;3860;210;348;25;41;83;13;36;17;10;496;2581;20140101
AT1;AT13;AT130;91200;91210;1;4599;192;262;91;97;157;38;66;26;47;441;3182;20140101
AT1;AT13;AT130;91200;91211;1;4231;124;82;93;46;50;20;28;39;39;311;3399;20140101
AT1;AT13;AT130;91200;91299;1;1;0;0;0;0;0;0;0;0;0;0;1;20140101
AT1;AT13;AT130;91300;91301;1;213;12;0;7;6;1;2;2;1;2;18;162;20140101
AT1;AT13;AT130;91300;91302;1;2762;53;35;165;37;8;14;15;32;26;271;2106;20140101
AT1;AT13;AT130;91300;91303;1;4144;124;50;176;74;38;17;50;33;73;459;3050;20140101
AT1;AT13;AT130;91300;91304;1;4612;81;43;169;85;33;15;44;50;53;397;3642;20140101
AT1;AT13;AT130;91300;91305;1;1946;47;8;63;22;10;5;20;26;14;135;1596;20140101
AT1;AT13;AT130;91300;91306;1;1116;16;8;32;22;5;9;5;6;10;117;886;20140101
AT1;AT13;AT130;91300;91307;1;1446;50;32;32;21;18;6;13;11;15;113;1135;20140101
AT1;AT13;AT130;91300;91308;1;3113;67;38;102;34;24;8;23;22;24;266;2505;20140101
AT1;AT13;AT130;91300;91309;1;2120;63;36;29;26;11;5;17;13;16;162;1742;20140101
AT1;AT13;AT130;91300;91310;1;105;1;0;4;6;4;0;0;1;1;0;88;20140101
AT1;AT13;AT130;91300;91311;1;2068;11;3;72;16;4;3;6;15;7;116;1815;20140101
AT1;AT13;AT130;91300;91399;1;8;0;0;1;0;0;0;0;0;0;1;6;20140101
AT1;AT13;AT130;91400;91401;1;3329;249;88;101;101;91;27;32;21;37;345;2237;20140101
AT1;AT13;AT130;91400;91402;1;4340;483;271;99;241;177;35;80;17;50;560;2327;20140101
AT1;AT13;AT130;91400;91403;1;4195;212;86;157;115;61;25;43;33;49;458;2956;20140101
AT1;AT13;AT130;91400;91404;1;9326;702;346;153;341;302;75;148;51;90;908;6210;20140101
AT1;AT13;AT130;91400;91405;1;2044;68;62;34;23;27;9;11;10;8;112;1680;20140101
AT1;AT13;AT130;91400;91406;1;5546;267;142;120;148;123;31;65;40;58;497;4055;20140101
AT1;AT13;AT130;91400;91407;1;1397;94;69;11;21;41;9;16;4;3;115;1014;20140101
AT1;AT13;AT130;91400;91408;1;1784;59;22;37;10;22;7;10;16;9;114;1478;20140101
AT1;AT13;AT130;91400;91409;1;157;8;4;4;1;0;1;1;1;1;15;121;20140101
AT1;AT13;AT130;91400;91410;1;3724;98;75;108;43;46;14;26;34;30;304;2946;20140101
AT1;AT13;AT130;91400;91411;1;3044;12;11;71;18;10;4;13;34;17;162;2692;20140101
AT1;AT13;AT130;91400;91412;1;2988;45;28;63;40;19;12;15;24;22;184;2536;20140101
AT1;AT13;AT130;91400;91499;1;45;3;0;2;1;0;0;0;0;0;3;36;20140101
AT1;AT13;AT130;91500;91501;1;5282;437;307;131;191;192;41;77;36;82;628;3160;20140101
AT1;AT13;AT130;91500;91502;1;5251;612;342;158;251;224;50;95;29;96;889;2505;20140101
AT1;AT13;AT130;91500;91503;1;6384;678;364;203;225;270;63;180;21;110;1143;3127;20140101
AT1;AT13;AT130;91500;91504;1;4065;395;280;106;167;195;40;79;33;66;717;1987;20140101
AT1;AT13;AT130;91500;91505;1;5390;475;310;137;158;190;43;86;32;57;754;3148;20140101
AT1;AT13;AT130;91500;91506;1;7315;907;483;168;376;330;89;196;36;72;952;3706;20140101
AT1;AT13;AT130;91500;91507;1;4046;309;223;88;146;138;25;50;30;39;368;2630;20140101
AT1;AT13;AT130;91600;91601;1;6873;767;559;183;198;183;41;141;45;83;980;3693;20140101
AT1;AT13;AT130;91600;91602;1;4357;618;324;111;264;139;24;109;21;69;726;1952;20140101
AT1;AT13;AT130;91600;91603;1;6090;553;477;86;161;133;37;59;34;44;588;3918;20140101
AT1;AT13;AT130;91600;91604;1;3938;341;240;88;121;97;22;88;32;24;430;2455;20140101
AT1;AT13;AT130;91600;91605;1;7909;958;335;187;353;249;73;137;43;97;884;4593;20140101
AT1;AT13;AT130;91600;91606;1;4996;435;316;83;170;110;27;49;36;13;436;3321;20140101
AT1;AT13;AT130;91600;91607;1;5117;455;275;102;187;89;27;53;29;33;477;3390;20140101
AT1;AT13;AT130;91600;91608;1;1535;53;44;20;8;8;4;10;8;7;66;1307;20140101
AT1;AT13;AT130;91600;91609;1;2518;28;13;54;26;16;4;6;18;13;99;2241;20140101
AT1;AT13;AT130;91600;91610;1;5506;867;545;122;318;184;50;109;21;48;854;2388;20140101
AT1;AT13;AT130;91600;91699;1;65;0;0;1;0;5;0;0;0;0;3;56;20140101
AT1;AT13;AT130;91700;91701;1;5257;513;227;148;296;187;32;105;29;65;632;3023;20140101
AT1;AT13;AT130;91700;91702;1;7151;721;341;252;350;248;52;114;35;67;1029;3942;20140101
AT1;AT13;AT130;91700;91703;1;8699;853;372;185;325;312;64;100;52;135;1009;5292;20140101
AT1;AT13;AT130;91700;91704;1;1632;32;13;58;11;21;5;13;9;13;127;1330;20140101
AT1;AT13;AT130;91700;91705;1;2914;84;50;69;25;24;12;13;26;22;223;2366;20140101
AT1;AT13;AT130;91700;91706;1;1179;29;11;37;11;9;2;2;8;13;99;958;20140101
AT1;AT13;AT130;91700;91799;1;6;0;0;0;0;0;0;0;0;0;1;5;20140101
AT1;AT13;AT130;91800;91801;1;900;11;2;62;7;1;2;3;6;11;130;665;20140101
AT1;AT13;AT130;91800;91802;1;6379;285;154;295;158;83;41;65;45;75;822;4356;20140101
AT1;AT13;AT130;91800;91803;1;7006;540;197;289;303;159;52;103;42;84;947;4290;20140101
AT1;AT13;AT130;91800;91804;1;4193;132;43;152;70;50;11;35;26;48;430;3196;20140101
AT1;AT13;AT130;91800;91805;1;4042;68;36;173;39;19;10;39;40;52;543;3023;20140101
AT1;AT13;AT130;91900;91901;1;2698;65;34;96;48;15;4;20;23;39;349;2005;20140101
AT1;AT13;AT130;91900;91902;1;4388;252;148;89;89;66;21;51;33;43;604;2992;20140101
AT1;AT13;AT130;91900;91903;1;137;2;13;3;0;4;0;2;2;3;31;77;20140101
AT1;AT13;AT130;91900;91904;1;6421;211;157;226;138;63;25;58;53;71;1050;4369;20140101
AT1;AT13;AT130;91900;91905;1;3208;77;44;120;31;26;9;28;37;41;487;2308;20140101
AT1;AT13;AT130;91900;91906;1;2374;30;19;93;16;19;12;11;32;29;301;1812;20140101
AT1;AT13;AT130;91900;91907;1;1320;13;7;55;16;5;4;9;6;14;150;1041;20140101
AT1;AT13;AT130;91900;91908;1;5781;182;107;170;126;44;17;33;63;64;651;4324;20140101
AT1;AT13;AT130;91900;91909;1;1864;37;60;77;26;14;11;19;13;41;339;1227;20140101
AT1;AT13;AT130;91900;91910;1;3932;53;34;136;33;18;14;23;39;43;458;3081;20140101
AT1;AT13;AT130;91900;91999;1;6;0;0;0;0;0;0;0;0;0;2;4;20140101
AT1;AT13;AT130;92000;92001;1;3981;267;334;35;74;144;33;38;25;20;428;2583;20140101
AT1;AT13;AT130;92000;92002;1;7646;717;607;119;234;224;39;140;30;89;1201;4246;20140101
AT1;AT13;AT130;92000;92003;1;6706;626;483;197;195;209;47;130;33;69;963;3754;20140101
AT1;AT13;AT130;92000;92004;1;4524;248;308;69;94;124;24;64;25;68;771;2729;20140101
AT1;AT13;AT130;92000;92005;1;5669;534;453;150;199;158;32;191;29;102;953;2868;20140101
AT1;AT13;AT130;92000;92006;1;4096;264;398;69;88;109;26;63;26;35;524;2494;20140101
AT1;AT13;AT130;92000;92007;1;6176;390;471;96;141;161;34;74;38;49;707;4015;20140101
AT1;AT13;AT130;92000;92008;1;2726;271;199;58;98;92;20;48;22;23;365;1530;20140101
AT1;AT13;AT130;92000;92099;1;43;5;1;0;0;0;0;0;0;0;4;33;20140101
AT1;AT13;AT130;92100;92101;1;634;18;2;8;3;4;0;2;5;2;11;579;20140101
AT1;AT13;AT130;92100;92102;1;3457;80;33;52;99;53;11;19;23;21;274;2792;20140101
AT1;AT13;AT130;92100;92103;1;2642;60;37;34;46;17;2;15;18;9;174;2230;20140101
AT1;AT13;AT130;92100;92104;1;1968;53;17;18;18;8;1;33;19;10;147;1644;20140101
AT1;AT13;AT130;92100;92105;1;8608;349;467;61;100;89;17;88;64;26;976;6371;20140101
AT1;AT13;AT130;92100;92106;1;419;39;5;6;5;2;2;6;2;5;37;310;20140101
AT1;AT13;AT130;92100;92107;1;1837;90;48;34;33;32;5;21;10;23;166;1375;20140101
AT1;AT13;AT130;92100;92108;1;1239;37;33;14;20;15;3;8;8;6;85;1010;20140101
AT1;AT13;AT130;92100;92109;1;3306;93;72;50;106;16;6;27;28;19;227;2662;20140101
AT1;AT13;AT130;92100;92110;1;2620;106;75;33;42;52;11;29;17;5;236;2014;20140101
AT1;AT13;AT130;92100;92111;1;2334;72;40;38;78;39;12;27;18;17;273;1720;20140101
AT1;AT13;AT130;92100;92112;1;3926;150;263;31;82;37;8;32;17;11;365;2930;20140101
AT1;AT13;AT130;92100;92113;1;2349;48;17;61;31;8;6;17;13;9;132;2007;20140101
AT1;AT13;AT130;92100;92114;1;2390;92;63;19;31;18;6;37;25;9;160;1930;20140101
AT1;AT13;AT130;92100;92115;1;2106;65;46;27;39;26;7;8;18;29;149;1692;20140101
AT1;AT13;AT130;92100;92116;1;1580;16;4;29;18;5;3;15;16;7;41;1426;20140101
AT1;AT13;AT130;92100;92117;1;3100;170;158;30;69;48;5;22;18;17;313;2250;20140101
AT1;AT13;AT130;92100;92118;1;3567;192;138;51;101;52;24;52;24;35;403;2495;20140101
AT1;AT13;AT130;92100;92119;1;1631;83;37;15;47;24;5;20;9;18;169;1204;20140101
AT1;AT13;AT130;92100;92120;1;849;56;35;8;46;37;15;12;5;7;102;526;20140101
AT1;AT13;AT130;92100;92121;1;3204;301;98;44;105;63;14;53;25;55;383;2063;20140101
AT1;AT13;AT130;92100;92122;1;4227;178;182;85;103;85;18;48;38;44;584;2862;20140101
AT1;AT13;AT130;92100;92123;1;5031;287;128;85;204;96;18;89;53;72;656;3343;20140101
AT1;AT13;AT130;92100;92124;1;1999;55;35;36;66;36;8;19;22;16;185;1521;20140101
AT1;AT13;AT130;92100;92125;1;2147;53;38;39;55;28;4;27;10;20;219;1654;20140101
AT1;AT13;AT130;92100;92126;1;3428;113;118;57;74;60;12;21;20;32;339;2582;20140101
AT1;AT13;AT130;92100;92127;1;801;14;3;20;4;6;2;4;15;5;112;616;20140101
AT1;AT13;AT130;92100;92128;1;159;19;12;5;10;7;4;0;1;2;21;78;20140101
AT1;AT13;AT130;92100;92129;1;100;0;0;1;1;0;0;0;0;0;2;96;20140101
AT1;AT13;AT130;92100;92130;1;14;1;1;0;4;0;2;0;0;0;2;4;20140101
AT1;AT13;AT130;92100;92199;1;118;1;0;1;1;1;1;0;0;0;2;111;20140101
AT1;AT13;AT130;92200;92201;1;1062;11;23;13;15;7;4;14;9;10;95;861;20140101
AT1;AT13;AT130;92200;92202;1;2445;56;28;36;30;29;7;20;11;9;245;1974;20140101
AT1;AT13;AT130;92200;92203;1;699;23;5;10;4;4;1;5;14;7;53;573;20140101
AT1;AT13;AT130;92200;92204;1;1981;24;21;30;37;12;5;15;21;11;91;1714;20140101
AT1;AT13;AT130;92200;92205;1;2719;32;23;45;43;14;1;14;26;16;158;2347;20140101
AT1;AT13;AT130;92200;92206;1;5364;168;169;57;99;48;8;24;28;16;447;4300;20140101
AT1;AT13;AT130;92200;92207;1;2268;38;11;40;37;23;1;21;21;15;172;1889;20140101
AT1;AT13;AT130;92200;92208;1;8094;344;283;100;214;177;27;110;56;33;1206;5544;20140101
AT1;AT13;AT130;92200;92209;1;6701;231;270;101;124;83;29;52;53;37;806;4915;20140101
AT1;AT13;AT130;92200;92210;1;3462;81;58;62;67;50;21;38;21;23;667;2374;20140101
AT1;AT13;AT130;92200;92211;1;5133;179;110;88;156;63;32;64;45;57;630;3709;20140101
AT1;AT13;AT130;92200;92212;1;1632;67;86;21;22;17;3;6;12;7;256;1135;20140101
AT1;AT13;AT130;92200;92213;1;3120;127;75;40;56;40;11;26;24;20;359;2342;20140101
AT1;AT13;AT130;92200;92214;1;2349;42;26;33;22;6;5;8;19;4;112;2072;20140101
AT1;AT13;AT130;92200;92215;1;4012;155;195;45;62;32;7;35;38;18;387;3038;20140101
AT1;AT13;AT130;92200;92216;1;550;30;14;4;8;5;6;2;4;8;40;429;20140101
AT1;AT13;AT130;92200;92217;1;895;9;10;20;11;1;3;5;4;6;50;776;20140101
AT1;AT13;AT130;92200;92218;1;2590;67;53;27;34;30;11;17;21;12;194;2124;20140101
AT1;AT13;AT130;92200;92219;1;2838;196;87;46;60;48;8;48;26;33;318;1968;20140101
AT1;AT13;AT130;92200;92220;1;1526;45;61;21;14;14;4;13;13;14;202;1125;20140101
AT1;AT13;AT130;92200;92221;1;1156;22;13;20;19;12;2;8;6;8;110;936;20140101
